districtid,weekid,neighborhoodzscore,statezscore
143,24,0.68,-0.37
143,25,-0.57,-0.55
144,1,0.0,0.0
144,2,0.0,0.0
144,3,0.0,0.0
144,4,0.0,0.0
144,5,0.0,0.0
144,6,0.0,0.0
144,7,7.71,1.51
144,8,1.48,0.75
144,9,7.23,1.56
144,10,0.72,0.32
144,11,0.27,-0.02
144,12,0.49,0.3
144,13,-0.61,-0.4
144,14,3.29,0.98
144,15,1.1,-0.03
144,16,0.49,-0.11
144,17,0.97,-0.05
144,18,0.24,0.04
144,19,-0.25,-0.18
144,20,0.07,-0.25
144,21,0.14,-0.09
144,22,0.14,0.22
144,23,0.59,0.47
144,24,-0.08,-0.04
144,25,-0.19,0.01
145,1,0.0,0.0
145,2,0.0,0.0
145,3,0.0,0.0
145,4,0.0,0.0
145,5,0.0,0.0
145,6,0.0,0.0
145,7,-0.42,-0.61
145,8,-0.59,-0.37
145,9,-0.55,-0.6
145,10,-0.3,-0.37
145,11,-0.65,-0.45
145,12,-0.58,-0.48
145,13,1.15,0.92
145,14,0.8,1.8
145,15,0.35,0.46
145,16,0.97,0.2
145,17,0.39,-0.02
145,18,0.12,-0.02
145,19,-0.14,0.05
145,20,0.29,0.79
145,21,0.24,0.74
145,22,0.61,0.84
145,23,0.66,0.56
145,24,0.58,0.44
145,25,0.34,0.22
146,1,0.0,0.0
146,2,0.0,0.0
146,3,0.0,0.0
146,4,0.0,0.0
146,5,0.0,0.0
146,6,0.0,0.0
146,7,-0.66,-0.38
146,8,-1.27,-0.4
146,9,0.13,-0.12
146,10,-1.0,-0.86
146,11,0.19,0.29
146,12,-1.52,-0.62
146,13,-0.93,-0.64
146,14,-1.03,-0.64
146,15,-0.61,-0.27
146,16,0.69,-0.03
146,17,4.01,0.55
146,18,0.72,0.87
146,19,2.34,1.03
146,20,0.41,0.45
146,21,0.5,0.36
146,22,0.49,0.36
146,23,0.46,0.11
146,24,0.5,-0.1
146,25,0.37,-0.26
147,1,0.0,0.0
147,2,0.0,0.0
147,3,0.0,0.0
147,4,0.0,0.0
147,5,0.0,0.0
147,6,0.0,0.0
147,7,0.0,-0.19
147,8,-0.5,-0.3
147,9,0.0,1.79
147,10,0.95,1.75
147,11,-0.26,-0.18
147,12,1.35,-0.03
147,13,-1.06,-0.84
147,14,-0.68,-0.68
147,15,-0.97,-0.78
147,16,-0.83,-0.39
147,17,-0.75,-0.49
147,18,-1.24,-0.34
147,19,-1.06,-0.4
147,20,-0.87,-0.37
147,21,-1.01,-0.43
147,22,-0.8,-0.32
147,23,-0.64,-0.21
147,24,-0.96,-0.4
147,25,-0.67,-0.21
148,1,0.0,0.0
148,2,0.0,0.0
148,3,0.0,0.0
148,4,0.0,0.0
148,5,0.0,0.0
148,6,0.0,0.0
148,7,0.0,-0.19
148,8,-0.37,-0.3
148,9,-0.38,-0.3
148,10,1.13,1.57
148,11,-0.5,-0.25
148,12,2.45,3.14
148,13,-0.14,0.57
148,14,1.21,1.75
148,15,0.56,0.59
148,16,-0.54,-0.29
148,17,-0.06,0.43
148,18,-0.53,-0.41
148,19,-0.44,-0.32
148,20,-0.31,-0.06
148,21,-0.38,-0.12
148,22,-0.44,-0.21
148,23,-0.46,-0.33
148,24,-0.47,-0.24
148,25,-0.49,-0.24
149,1,0.0,0.0
149,2,0.0,0.0
149,3,0.0,0.0
149,4,0.0,0.0
149,5,0.0,0.0
149,6,0.0,0.0
149,7,-0.35,-0.19
149,8,-0.35,-0.3
149,9,-0.51,-0.3
149,10,-0.84,-0.69
149,11,1.56,0.45
149,12,-0.78,-0.77
149,13,0.21,-0.11
149,14,7.43,1.58
149,15,0.75,0.46
149,16,1.03,-0.12
149,17,-0.77,-0.44
149,18,-0.79,-0.41
149,19,-0.68,-0.32
149,20,-0.85,-0.37
149,21,-0.62,-0.28
149,22,-1.14,-0.46
149,23,-2.03,-0.49
149,24,-1.27,-0.49
149,25,-1.35,-0.45
150,1,0.0,0.0
150,2,0.0,0.0
150,3,0.0,0.0
150,4,0.0,0.0
150,5,0.0,0.0
150,6,0.0,0.0
150,7,-2.88,-0.38
150,8,-1.17,-0.37
150,9,-0.5,-0.18
150,10,0.05,-0.02
150,11,-0.76,-0.86
150,12,-1.31,-0.74
150,13,-1.23,-0.74
150,14,-1.67,-0.75
150,15,-0.71,-0.46
150,16,0.28,-0.38
150,17,-0.58,-0.55
150,18,-0.91,-0.65
150,19,-0.5,-0.53
150,20,-0.89,-0.63
150,21,-0.87,-0.5
150,22,-0.72,-0.37
150,23,-0.95,-0.5
150,24,-0.44,-0.45
150,25,-0.51,-0.51
151,1,0.0,0.0
151,2,0.0,0.0
151,3,0.0,0.0
151,4,0.0,0.0
151,5,0.0,0.0
151,6,0.0,0.0
151,7,0.0,-0.19
151,8,-0.69,-0.3
151,9,0.0,-0.3
151,10,-1.01,-0.69
151,11,-0.1,0.38
151,12,-0.68,-0.58
151,13,-1.1,-0.18
151,14,-1.25,-0.68
151,15,-0.99,-0.56
151,16,-0.37,0.16
151,17,-0.5,-0.33
151,18,-0.58,-0.33
151,19,-0.57,-0.34
151,20,-0.67,-0.37
151,21,-0.67,-0.45
151,22,-0.55,-0.25
151,23,-0.67,-0.48
151,24,-0.56,-0.31
151,25,-0.66,-0.4
152,1,0.0,0.0
152,2,0.0,0.0
152,3,0.0,0.0
152,4,0.0,0.0
152,5,0.0,0.0
152,6,0.0,0.0
152,7,-0.25,-0.22
152,8,3.33,-0.1
152,9,-1.04,-0.2
152,10,-1.41,-0.21
152,11,-0.68,-0.23
152,12,0.5,-0.19
152,13,-0.64,-0.22
152,14,-0.78,-0.25
152,15,-1.35,-0.34
152,16,-0.44,-0.26
152,17,0.16,-0.18
152,18,-0.02,-0.25
152,19,0.23,-0.17
152,20,0.85,-0.22
152,21,-1.05,-0.53
152,22,-0.67,-0.48
152,23,0.44,-0.32
152,24,0.26,-0.34
152,25,0.82,-0.3
153,1,0.0,0.0
153,2,0.0,0.0
153,3,0.0,0.0
153,4,0.0,0.0
153,5,0.0,0.0
153,6,0.0,0.0
153,7,4.88,-0.2
153,8,4.51,-0.03
153,9,0.36,-0.58
153,10,-0.54,-1.0
153,11,-1.99,-1.18
153,12,-0.66,-0.83
153,13,-0.64,-0.7
153,14,-0.76,-0.68
153,15,-0.51,-0.54
153,16,-0.81,-0.56
153,17,0.32,-0.54
153,18,1.8,-0.4
153,19,0.63,-0.42
153,20,-0.21,-0.66
153,21,-0.5,-0.66
153,22,0.7,-0.54
153,23,0.12,-0.57
153,24,2.38,-0.41
153,25,2.9,-0.35
154,1,0.0,0.0
154,2,0.0,0.0
154,3,0.0,0.0
154,4,0.0,0.0
154,5,0.0,0.0
154,6,0.0,0.0
154,7,-0.67,-0.25
154,8,-0.85,-0.27
154,9,-0.91,-0.6
154,10,-0.72,-0.61
154,11,-1.23,-1.12
154,12,-0.28,-0.23
154,13,-0.93,-0.44
154,14,-0.75,-0.6
154,15,-1.06,-0.46
154,16,-0.93,-0.76
154,17,-0.81,-0.54
154,18,-0.48,-0.29
154,19,-0.36,-0.17
154,20,-0.33,-0.07
154,21,-0.22,0.24
154,22,0.26,1.28
154,23,0.09,0.95
154,24,-0.2,0.34
154,25,-0.39,-0.16
155,1,0.0,0.0
155,2,0.0,0.0
155,3,0.0,0.0
155,4,0.0,0.0
155,5,0.0,0.0
155,6,0.0,0.0
155,7,-0.37,-0.5
155,8,-0.52,-0.73
155,9,1.66,1.14
155,10,2.02,0.23
155,11,0.99,0.69
155,12,-0.1,-0.7
155,13,0.15,-0.01
155,14,1.67,0.11
155,15,-0.2,-0.41
155,16,-0.5,-0.8
155,17,-0.3,-0.33
155,18,-0.57,-0.66
155,19,-0.39,-0.6
155,20,0.0,-0.44
155,21,0.26,-0.36
155,22,0.01,-0.76
155,23,-0.38,-0.81
155,24,-0.42,-0.67
155,25,-0.34,-0.55
156,1,0.0,0.0
156,2,0.0,0.0
156,3,0.0,0.0
156,4,0.0,0.0
156,5,0.0,0.0
156,6,0.0,0.0
156,7,0.0,0.0
156,8,-0.62,-0.38
156,9,-0.52,-0.43
156,10,-0.61,-0.46
156,11,0.04,-0.45
156,12,-0.04,-0.24
156,13,0.1,-0.29
156,14,-0.43,-0.5
156,15,0.19,-0.43
156,16,-0.35,-0.49
156,17,-0.33,-0.48
156,18,-0.52,-0.52
156,19,-0.58,-0.49
156,20,-0.11,-0.39
156,21,-0.49,-0.54
156,22,-0.3,-0.47
156,23,-0.11,-0.41
156,24,-0.23,-0.4
156,25,0.11,-0.23
157,1,0.0,0.0
157,2,0.0,0.0
157,3,0.0,0.0
157,4,0.0,0.0
157,5,0.0,0.0
157,6,0.0,0.0
157,7,0.2,-0.29
157,8,-1.01,-0.44
157,9,-0.52,-0.51
157,10,-0.35,-0.54
157,11,-0.76,-0.8
157,12,-0.93,-0.62
157,13,-0.29,-0.58
157,14,-0.6,-0.72
157,15,-0.9,-0.73
157,16,-0.91,-0.93
157,17,-1.83,-0.77
157,18,-1.05,-0.7
157,19,-0.79,-0.61
157,20,0.1,-0.52
157,21,-0.47,-0.67
157,22,-0.09,-0.66
157,23,-1.14,-0.68
157,24,-0.35,-0.44
157,25,0.35,-0.38
158,1,0.0,0.0
158,2,0.0,0.0
158,3,0.0,0.0
158,4,0.0,0.0
158,5,0.0,0.0
158,6,0.0,0.0
158,7,-0.5,-0.38
158,8,-0.71,-0.37
158,9,1.23,1.0
158,10,5.38,4.12
158,11,-0.5,-0.18
158,12,-0.35,-0.42
158,13,0.21,0.08
158,14,-0.11,-0.17
158,15,0.03,-0.02
158,16,0.37,0.28
158,17,0.08,0.45
158,18,-0.31,-0.28
158,19,-0.29,-0.16
158,20,-0.3,0.02
158,21,-0.36,-0.13
158,22,-0.24,0.15
158,23,-0.19,0.35
158,24,-0.2,0.31
158,25,-0.2,0.26
159,1,0.0,0.0
159,2,0.0,0.0
159,3,0.0,0.0
159,4,0.0,0.0
159,5,0.0,0.0
159,6,0.0,0.0
159,7,2.28,1.62
159,8,0.32,1.05
159,9,-0.05,-0.1
159,10,-0.13,-0.15
159,11,0.71,1.55
159,12,1.58,1.11
159,13,2.76,2.12
159,14,0.26,0.56
159,15,1.87,3.25
159,16,1.23,2.51
159,17,0.58,1.71
159,18,-0.1,0.42
159,19,-0.29,0.1
159,20,-0.38,-0.06
159,21,-0.4,-0.01
159,22,-0.21,0.61
159,23,-0.53,0.09
159,24,-0.59,-0.15
159,25,-0.49,-0.2
160,1,0.0,0.0
160,2,0.0,0.0
160,3,0.0,0.0
160,4,0.0,0.0
160,5,0.0,0.0
160,6,0.0,0.0
160,7,-0.51,-0.35
160,8,-0.64,-0.44
160,9,-0.38,-0.49
160,10,-0.58,-0.78
160,11,-0.55,-0.66
160,12,0.34,-0.1
160,13,-0.94,-0.59
160,14,-0.93,-0.75
160,15,-0.59,-0.72
160,16,-0.59,-0.97
160,17,-0.67,-0.73
160,18,-0.88,-0.74
160,19,-0.6,-0.62
160,20,-0.53,-0.67
160,21,-0.38,-0.57
160,22,-0.44,-0.59
160,23,-0.58,-0.62
160,24,-0.66,-0.53
160,25,-0.35,-0.08
161,1,0.0,0.0
161,2,0.0,0.0
161,3,0.0,0.0
161,4,0.0,0.0
161,5,0.0,0.0
161,6,0.0,0.0
161,7,0.94,-0.2
161,8,-0.5,-0.37
161,9,-0.42,-0.58
161,10,-0.24,0.07
161,11,-0.14,-0.49
161,12,-0.12,-0.51
161,13,1.08,0.2
161,14,0.52,-0.19
161,15,0.69,0.04
161,16,2.87,0.35
161,17,5.38,0.65
161,18,1.46,0.57
161,19,3.19,0.75
161,20,5.65,2.19
161,21,4.68,1.12
161,22,6.29,1.4
161,23,4.95,0.7
161,24,0.85,0.41
161,25,1.6,0.52
162,1,0.0,0.0
162,2,0.0,0.0
162,3,0.0,0.0
162,4,0.0,0.0
162,5,0.0,0.0
162,6,0.0,0.0
162,7,-0.58,-0.34
162,8,0.0,-0.31
162,9,0.0,-0.41
162,10,-0.93,-0.7
162,11,-0.53,-0.95
162,12,-0.78,-0.46
162,13,-1.2,-0.77
162,14,4.02,-0.02
162,15,-0.13,-0.45
162,16,2.09,-0.07
162,17,0.7,-0.34
162,18,3.15,-0.21
162,19,2.16,-0.27
162,20,0.12,-0.47
162,21,0.06,-0.46
162,22,0.21,-0.48
162,23,0.85,-0.36
162,24,1.49,-0.01
162,25,2.99,0.36
163,1,0.0,0.0
163,2,0.0,0.0
163,3,0.0,0.0
163,4,0.0,0.0
163,5,0.0,0.0
163,6,0.0,0.0
163,7,-0.48,-0.37
163,8,-0.54,-0.41
163,9,-0.79,-0.34
163,10,-0.57,0.06
163,11,-0.59,-0.47
163,12,-0.64,-0.54
163,13,-0.63,-0.46
163,14,-0.28,-0.04
163,15,-0.11,0.23
163,16,0.46,1.03
163,17,-0.04,0.69
163,18,-0.37,0.2
163,19,-0.26,0.36
163,20,-0.19,0.08
163,21,-0.23,0.04
163,22,-0.27,-0.28
163,23,-0.26,-0.17
163,24,-0.5,-0.46
163,25,-0.47,-0.43
164,1,0.0,0.0
164,2,0.0,0.0
164,3,0.0,0.0
164,4,0.0,0.0
164,5,0.0,0.0
164,6,0.0,0.0
164,7,-0.65,-0.69
164,8,-0.64,-0.63
164,9,-0.92,-0.75
164,10,-0.4,-0.46
164,11,-1.01,-0.58
164,12,-0.62,-0.7
164,13,-0.51,-0.49
164,14,-0.55,-0.49
164,15,-0.79,-0.72
164,16,-0.65,-0.45
164,17,-0.71,-0.67
164,18,-0.69,-0.75
164,19,-0.7,-0.68
164,20,-0.39,-0.29
164,21,-0.47,-0.26
164,22,-0.44,-0.34
164,23,-0.57,-0.45
164,24,-0.62,-0.75
164,25,-0.67,-0.63
165,1,0.0,0.0
165,2,0.0,0.0
165,3,0.0,0.0
165,4,0.0,0.0
165,5,0.0,0.0
165,6,0.0,0.0
165,7,-0.75,-0.22
165,8,-0.77,-0.31
165,9,-0.7,-0.29
165,10,-0.38,-0.2
165,11,-0.56,-0.32
165,12,-0.53,-0.25
165,13,-0.5,-0.28
165,14,-0.51,-0.12
165,15,-0.64,0.12
165,16,-0.52,-0.17
165,17,-0.45,-0.09
165,18,-0.52,-0.16
165,19,-0.5,0.12
165,20,-0.25,1.15
165,21,-0.48,0.35
165,22,-0.6,-0.17
165,23,-0.62,-0.38
165,24,-0.63,-0.29
165,25,-0.67,-0.27
166,1,0.0,0.0
166,2,0.0,0.0
166,3,0.0,0.0
166,4,0.0,0.0
166,5,0.0,0.0
166,6,0.0,0.0
166,7,-0.41,-0.19
166,8,0.0,-0.3
166,9,0.0,-0.3
166,10,-0.47,-0.85
166,11,-0.25,-0.46
166,12,-0.14,-0.77
166,13,0.2,-0.76
166,14,-0.85,-0.8
166,15,-0.49,-0.69
166,16,-0.23,-0.15
166,17,1.05,0.25
166,18,-0.83,-0.37
166,19,-0.11,-0.0
166,20,-0.52,-0.16
166,21,-0.1,0.12
166,22,-0.54,-0.15
166,23,-0.76,-0.27
166,24,-0.09,-0.01
166,25,-0.19,-0.31
167,1,0.0,0.0
167,2,0.0,0.0
167,3,0.0,0.0
167,4,0.0,0.0
167,5,0.0,0.0
167,6,0.0,0.0
167,7,2.86,0.04
167,8,-0.08,-0.23
167,9,0.06,-0.05
167,10,3.0,2.27
167,11,1.45,1.35
167,12,1.87,0.86
167,13,0.8,-0.19
167,14,2.5,-0.07
167,15,0.21,-0.19
167,16,-0.41,-0.37
167,17,-0.39,-0.43
167,18,0.38,-0.2
167,19,0.27,-0.24
167,20,-0.27,-0.2
167,21,-0.86,-0.34
167,22,3.25,0.49
167,23,-0.63,-0.36
167,24,-0.52,-0.41
167,25,0.03,-0.3
168,1,0.0,0.0
168,2,0.0,0.0
168,3,0.0,0.0
168,4,0.0,0.0
168,5,0.0,0.0
168,6,0.0,0.0
168,7,-0.42,-0.62
168,8,0.6,-0.17
168,9,-0.58,-0.66
168,10,-0.3,-0.46
168,11,1.48,-0.27
168,12,-0.1,-0.31
168,13,-0.72,-0.59
168,14,-0.47,-0.58
168,15,0.53,-0.41
168,16,0.37,-0.48
168,17,-0.17,-0.47
168,18,0.65,-0.41
168,19,2.2,-0.35
168,20,2.5,-0.15
168,21,4.58,0.36
168,22,2.48,-0.04
168,23,3.14,0.16
168,24,2.78,-0.11
168,25,4.43,0.67
169,1,0.0,0.0
169,2,0.0,0.0
169,3,0.0,0.0
169,4,0.0,0.0
169,5,0.0,0.0
169,6,0.0,0.0
169,7,-0.46,-0.25
169,8,-0.48,-0.29
169,9,-0.45,-0.3
169,10,-0.38,-0.26
169,11,-0.71,-0.3
169,12,-0.67,-0.32
169,13,-0.46,-0.34
169,14,-0.53,-0.38
169,15,-0.46,-0.39
169,16,-0.56,-0.41
169,17,-0.59,-0.42
169,18,-0.72,-0.42
169,19,-0.74,-0.41
169,20,-0.74,-0.45
169,21,-0.65,-0.42
169,22,-0.48,-0.37
169,23,-0.23,-0.29
169,24,-0.62,-0.49
169,25,-0.8,-0.55
170,1,0.0,0.0
170,2,0.0,0.0
170,3,0.0,0.0
170,4,0.0,0.0
170,5,0.0,0.0
170,6,0.0,0.0
170,7,-0.54,-0.39
170,8,2.58,4.19
170,9,0.09,1.14
170,10,0.85,1.78
170,11,2.98,2.54
170,12,0.31,1.39
170,13,0.0,-0.06
170,14,0.33,0.83
170,15,-0.42,0.09
170,16,-0.15,0.33
170,17,-0.09,0.73
170,18,-0.22,0.51
170,19,-0.37,-0.11
170,20,-0.29,0.07
170,21,-0.19,0.33
170,22,0.2,1.24
170,23,0.04,0.64
170,24,0.03,0.66
170,25,-0.15,0.11
171,1,0.0,0.0
171,2,-0.33,0.0
171,3,-0.33,0.0
171,4,0.0,0.0
171,5,0.0,0.0
171,6,0.0,0.0
171,7,5.76,3.43
171,8,0.68,0.47
171,9,4.49,1.96
171,10,-0.42,-0.42
171,11,-0.27,-0.33
171,12,0.54,0.28
171,13,-0.26,-0.17
171,14,-0.7,-0.6
171,15,-0.85,-0.39
171,16,-0.6,-0.25
171,17,-0.84,-0.27
171,18,-0.18,-0.14
171,19,0.73,0.01
171,20,0.68,0.08
171,21,0.56,0.11
171,22,0.33,0.21
171,23,0.84,0.24
171,24,0.14,0.03
171,25,0.12,0.12
172,1,0.0,0.0
172,2,0.0,0.0
172,3,0.0,0.0
172,4,0.0,0.0
172,5,0.0,0.0
172,6,0.0,0.0
172,7,-0.59,-0.61
172,8,-0.66,-0.54
172,9,-0.62,-0.87
172,10,-0.64,-0.64
172,11,-0.64,-0.71
172,12,-0.21,-0.41
172,13,-0.42,-0.61
172,14,-0.5,-0.56
172,15,-0.43,-0.3
172,16,-0.38,-0.18
172,17,-0.41,-0.24
172,18,-0.4,-0.25
172,19,-0.32,-0.08
172,20,-0.33,-0.14
172,21,-0.42,-0.38
172,22,-0.38,-0.36
172,23,-0.41,-0.39
172,24,-0.39,-0.34
172,25,-0.41,-0.33
173,1,0.0,0.0
173,2,0.0,0.0
173,3,0.0,0.0
173,4,0.0,0.0
173,5,0.0,0.0
173,6,0.0,0.0
173,7,0.0,2.6
173,8,4.62,2.11
173,9,6.53,3.13
173,10,19.31,0.59
173,11,32.53,0.98
173,12,16.03,0.26
173,13,34.42,1.92
173,14,12.35,5.59
173,15,91.42,26.43
173,16,136.87,46.31
173,17,179.45,45.43
173,18,137.04,43.1
173,19,37.71,37.22
173,20,45.36,20.69
173,21,171.0,20.99
173,22,81.27,17.55
173,23,89.81,21.84
173,24,77.16,19.06
173,25,80.91,20.63
174,1,0.0,0.0
174,2,0.0,0.0
174,3,0.0,0.0
174,4,0.0,0.0
174,5,0.0,0.0
174,6,0.0,0.0
174,7,-1.1,-0.25
174,8,-0.55,-0.31
174,9,-0.58,-0.27
174,10,-0.47,-0.23
174,11,-0.29,-0.25
174,12,-0.27,-0.23
174,13,-0.89,-0.36
174,14,-0.43,-0.27
174,15,-0.53,-0.34
174,16,-0.27,-0.13
174,17,-0.4,-0.22
174,18,-0.47,-0.22
174,19,-0.5,-0.38
174,20,-0.5,-0.27
174,21,-0.42,-0.26
174,22,-0.43,-0.29
174,23,-0.2,0.03
174,24,-0.28,-0.14
174,25,-0.24,-0.18
175,1,0.0,0.0
175,2,0.0,0.0
175,3,0.0,0.0
175,4,0.0,0.0
175,5,0.0,0.0
175,6,0.0,0.0
175,7,-0.64,-0.34
175,8,-0.7,-0.37
175,9,-3.13,-0.58
175,10,-1.07,-0.72
175,11,-0.17,0.13
175,12,-0.31,0.09
175,13,-0.7,-0.62
175,14,-0.93,-0.41
175,15,-1.18,-0.44
175,16,-1.0,-0.33
175,17,-1.6,-0.34
175,18,-1.38,-0.66
175,19,-1.18,-0.25
175,20,-1.69,-0.29
175,21,-1.48,-0.51
175,22,-1.11,-0.53
175,23,-1.08,-0.55
175,24,-0.9,-0.57
175,25,-0.92,-0.55
176,1,0.0,0.0
176,2,0.0,0.0
176,3,0.0,0.0
176,4,0.0,0.0
176,5,0.0,0.0
176,6,0.0,0.0
176,7,-0.52,0.2
176,8,-0.33,-0.02
176,9,-0.49,0.26
176,10,0.21,1.39
176,11,-0.6,-0.19
176,12,-0.67,-0.13
176,13,-0.08,-0.3
176,14,-0.63,-0.17
176,15,0.19,-0.19
176,16,-1.03,-0.36
176,17,-1.06,-0.33
176,18,-1.49,-0.35
176,19,2.1,-0.09
176,20,-0.93,-0.4
176,21,-0.19,-0.3
176,22,1.5,0.26
176,23,0.19,-0.02
176,24,-0.37,-0.25
176,25,0.09,-0.11
177,1,0.0,0.0
177,2,0.0,0.0
177,3,0.0,0.0
177,4,0.0,0.0
177,5,0.0,0.0
177,6,0.0,0.0
177,7,-0.47,-0.62
177,8,1.7,1.73
177,9,0.52,0.79
177,10,0.19,0.08
177,11,2.34,2.54
177,12,1.35,2.85
177,13,1.56,2.26
177,14,0.48,-0.15
177,15,4.43,1.52
177,16,4.28,0.96
177,17,8.23,2.23
177,18,4.66,1.17
177,19,4.69,0.93
177,20,1.47,-0.02
177,21,0.82,0.3
177,22,0.45,-0.12
177,23,1.81,0.66
177,24,2.45,0.85
177,25,2.42,1.02
178,1,0.0,0.0
178,2,0.0,0.0
178,3,0.0,0.0
178,4,0.0,0.0
178,5,0.0,0.0
178,6,0.0,0.0
178,7,-0.4,-0.24
178,8,-0.45,-0.29
178,9,-0.45,-0.3
178,10,-0.61,-0.27
178,11,-0.25,-0.3
178,12,-0.39,-0.32
178,13,-0.42,-0.35
178,14,-0.38,-0.37
178,15,-0.44,-0.4
178,16,-0.6,-0.42
178,17,-0.21,-0.41
178,18,-0.5,-0.45
178,19,-0.51,-0.45
178,20,-0.49,-0.52
178,21,-0.47,-0.57
178,22,-0.47,-0.67
178,23,-0.42,-0.61
178,24,-0.46,-0.6
178,25,-0.46,-0.6
179,1,0.0,0.0
179,2,0.0,0.0
179,3,0.0,0.0
179,4,0.0,0.0
179,5,0.0,0.0
179,6,0.0,0.0
179,7,-0.41,-0.33
179,8,-0.44,-0.38
179,9,-0.3,-0.44
179,10,-0.02,-0.62
179,11,10.02,0.61
179,12,18.93,5.24
179,13,4.95,3.08
179,14,5.06,4.72
179,15,1.19,1.44
179,16,1.97,1.79
179,17,0.62,0.57
179,18,0.11,0.1
179,19,-0.11,0.03
179,20,0.02,0.21
179,21,-0.09,-0.07
179,22,0.28,0.15
179,23,0.19,0.13
179,24,-0.39,-0.37
179,25,-0.59,-0.42
180,1,0.0,0.0
180,2,0.0,0.0
180,3,0.0,0.0
180,4,0.0,0.0
180,5,0.0,0.0
180,6,0.0,0.0
180,7,-1.05,-0.24
180,8,-0.87,-0.24
180,9,-0.84,-0.21
180,10,-0.84,-0.24
180,11,-0.88,-0.25
180,12,-0.75,-0.23
180,13,-0.74,-0.2
180,14,-0.64,-0.13
180,15,-0.6,-0.15
180,16,-0.59,-0.19
180,17,-0.55,-0.14
180,18,-0.53,-0.1
180,19,-0.57,-0.14
180,20,-0.61,-0.19
180,21,-0.7,-0.32
180,22,-0.61,-0.18
180,23,-0.63,-0.18
180,24,-0.66,-0.24
180,25,-0.65,-0.27
181,1,0.0,0.0
181,2,0.0,0.0
181,3,0.0,0.0
181,4,0.0,0.0
181,5,0.0,0.0
181,6,0.0,0.0
181,7,-0.57,-0.17
181,8,-0.55,-0.12
181,9,-0.57,-0.19
181,10,-0.57,-0.23
181,11,-0.57,-0.23
181,12,-0.57,-0.22
181,13,-0.56,-0.19
181,14,-0.57,-0.22
181,15,-0.54,-0.21
181,16,-0.51,-0.17
181,17,-0.27,0.17
181,18,-0.19,0.35
181,19,-0.3,0.13
181,20,-0.3,0.1
181,21,-0.17,0.37
181,22,-0.32,0.14
181,23,-0.28,0.19
181,24,-0.18,0.27
181,25,-0.18,0.21
182,1,0.0,0.0
182,2,0.0,0.0
182,3,0.0,0.0
182,4,0.0,0.0
182,5,0.0,0.0
182,6,0.0,0.0
182,7,-0.61,-0.29
182,8,-0.57,-0.35
182,9,-0.85,-0.44
182,10,2.04,0.1
182,11,-0.24,-0.39
182,12,-0.12,-0.31
182,13,-0.11,-0.41
182,14,0.95,-0.34
182,15,0.13,-0.51
182,16,-0.14,-0.73
182,17,-0.43,-0.64
182,18,-0.1,-0.43
182,19,0.14,-0.24
182,20,0.26,-0.13
182,21,0.89,0.28
182,22,0.32,-0.04
182,23,1.04,0.36
182,24,2.39,0.48
182,25,-0.67,-0.45
183,1,0.0,0.0
183,2,0.0,0.0
183,3,0.0,0.0
183,4,0.0,0.0
183,5,0.0,0.0
183,6,0.0,0.0
183,7,-0.42,-0.25
183,8,-0.49,-0.29
183,9,-0.11,-0.12
183,10,0.24,-0.03
183,11,-0.26,-0.22
183,12,0.03,0.04
183,13,-0.56,0.06
183,14,-0.44,0.04
183,15,0.15,0.68
183,16,-0.35,0.62
183,17,-0.64,0.17
183,18,-0.67,-0.09
183,19,-0.9,-0.48
183,20,-1.24,-0.37
183,21,-1.48,-0.32
183,22,-1.42,-0.46
183,23,-1.2,-0.51
183,24,-1.18,-0.48
183,25,-0.98,-0.45
184,1,0.0,0.0
184,2,0.0,0.0
184,3,0.0,0.0
184,4,0.0,0.0
184,5,0.0,0.0
184,6,0.0,0.0
184,7,0.0,-0.41
184,8,-0.58,-0.65
184,9,-0.46,-0.4
184,10,-0.86,-0.48
184,11,-1.43,-0.35
184,12,0.04,-0.23
184,13,-0.1,-0.28
184,14,1.04,-0.19
184,15,4.73,0.21
184,16,0.64,-0.27
184,17,0.61,-0.14
184,18,-0.31,-0.51
184,19,-0.95,-0.72
184,20,-0.98,-0.72
184,21,-0.35,-0.69
184,22,-0.21,-0.8
184,23,-0.06,-0.71
184,24,0.02,-0.72
184,25,0.08,-0.77
185,1,0.0,0.0
185,2,0.0,0.0
185,3,0.0,0.0
185,4,0.0,0.0
185,5,0.0,0.0
185,6,0.0,0.0
185,7,0.17,1.25
185,8,-0.89,-0.73
185,9,0.09,0.18
185,10,-1.1,-1.15
185,11,0.62,0.69
185,12,0.17,-0.52
185,13,0.6,0.19
185,14,-1.32,-1.48
185,15,0.24,0.6
185,16,-0.24,-0.02
185,17,-0.6,-0.57
185,18,-0.32,0.1
185,19,-0.4,0.26
185,20,-0.3,0.3
185,21,-0.37,0.02
185,22,-0.44,-0.17
185,23,-0.47,-0.27
185,24,-0.4,-0.2
185,25,-0.38,-0.29
186,1,0.0,0.0
186,2,0.0,0.0
186,3,0.0,0.0
186,4,0.0,0.0
186,5,0.0,0.0
186,6,0.0,0.0
186,7,8.11,1.92
186,8,59.73,4.86
186,9,151.71,2.7
186,10,206.49,2.5
186,11,99.39,2.77
186,12,46.43,6.6
186,13,41.76,8.76
186,14,39.41,7.91
186,15,23.19,5.23
186,16,55.25,4.3
186,17,47.92,4.39
186,18,42.82,4.33
186,19,19.69,7.62
